,15,20,30,40,50,60,70,80,90,100
iteration1.tre,14,13,19,17,18,6,23,16,26,30
iteration2.tre,14,17,12,20,21,21,20,24,27,35
iteration3.tre,14,14,14,23,21,28,18,34,35,32
iteration4.tre,10,12,20,21,22,24,24,33,28,35
iteration5.tre,16,17,19,24,20,26,26,30,21,35
iteration6.tre,14,13,19,15,19,15,24,27,19,35
iteration7.tre,12,11,22,18,27,15,22,21,27,32
iteration8.tre,7,15,16,22,20,27,26,23,22,32
iteration9.tre,14,14,14,21,17,28,27,23,31,35
iteration10.tre,11,17,22,23,20,29,19,40,28,27
iteration11.tre,8,14,22,17,22,19,32,25,26,34
iteration12.tre,15,14,20,19,20,23,23,26,17,34
iteration13.tre,11,15,19,18,20,28,23,31,32,30
iteration14.tre,14,9,18,22,25,20,26,27,26,32
iteration15.tre,9,11,17,22,29,20,23,13,14,29
iteration16.tre,15,16,16,20,24,25,24,23,27,27
iteration17.tre,13,17,21,17,20,20,26,28,34,24
iteration18.tre,13,15,22,21,23,23,29,27,26,27
iteration19.tre,11,14,15,9,21,24,21,24,31,29
iteration20.tre,9,19,21,19,20,24,24,28,21,32
iteration21.tre,12,14,20,19,24,31,27,25,31,29
iteration22.tre,12,16,14,22,18,22,25,22,22,35
iteration23.tre,11,18,16,11,23,22,22,24,32,27
iteration24.tre,11,15,11,19,25,26,21,46,24,35
iteration25.tre,14,12,16,19,25,24,22,23,23,31
iteration26.tre,16,15,15,25,23,26,21,26,16,34
iteration27.tre,9,18,16,26,25,24,30,23,36,35
iteration28.tre,10,17,18,17,21,29,25,30,39,27
iteration29.tre,15,17,20,17,22,30,22,27,19,29
iteration30.tre,14,13,22,20,20,17,24,25,30,35
iteration31.tre,13,16,20,21,25,23,19,31,26,32
iteration32.tre,12,16,12,23,16,25,23,12,39,32
iteration33.tre,9,19,16,20,22,19,18,29,25,35
iteration34.tre,13,16,23,16,25,14,21,29,29,30
iteration35.tre,11,10,15,20,26,39,28,29,24,32
iteration36.tre,10,18,16,18,20,14,18,27,16,27
iteration37.tre,12,15,14,17,21,18,28,20,23,27
iteration38.tre,12,19,20,16,26,21,28,28,26,28
iteration39.tre,10,12,18,16,19,24,25,24,24,29
iteration40.tre,10,16,20,25,20,23,34,26,27,34
iteration41.tre,13,13,15,22,24,21,24,30,24,29
iteration42.tre,10,17,18,23,29,17,29,24,23,30
iteration43.tre,16,9,11,25,9,27,19,24,30,35
iteration44.tre,13,8,25,28,22,21,25,31,28,35
iteration45.tre,13,15,15,16,26,23,30,23,14,35
iteration46.tre,9,15,16,15,24,24,25,22,25,35
iteration47.tre,13,12,19,18,24,25,24,16,26,29
iteration48.tre,12,12,23,17,22,24,25,23,23,24
iteration49.tre,8,7,13,23,19,25,22,21,33,29
iteration50.tre,13,14,13,20,19,24,18,27,31,35
iteration51.tre,16,18,18,18,21,29,21,27,21,27
iteration52.tre,13,11,24,21,23,27,27,27,22,34
iteration53.tre,12,17,20,18,18,23,23,26,14,27
iteration54.tre,12,15,12,16,23,24,28,30,20,29
iteration55.tre,11,13,18,20,19,24,19,25,30,35
iteration56.tre,9,14,21,21,23,19,25,24,22,35
iteration57.tre,10,15,19,25,20,12,22,30,31,29
iteration58.tre,11,14,19,21,24,21,27,21,30,27
